Foreign,#genre#	
#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 05
http://content2.sexforsure.com/2013/07/02/3/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 07
http://content2.sexforsure.com/2013/07/03/2/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 09
http://content2.sexforsure.com/2013/07/03/1/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 11
http://content2.sexforsure.com/2013/07/03/4/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 13
http://content2.sexforsure.com/2013/07/02/16/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 15
http://content2.sexforsure.com/2013/07/03/11/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 16
http://content2.sexforsure.com/2013/07/03/20/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 17
http://content2.sexforsure.com/2013/07/03/19/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/wauTPQN.png" group-title="WOW PORN",国外Wow Porn - VOD 18
http://content2.sexforsure.com/2013/07/02/14/Video.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/cRtpjW2.png" group-title="YOUNG GIRLS TUBE",国外Young Girls Tube - VOD 05
http://img4.younggirlstube.com/scj/thumbs/galleries/7/019/0_476.flv

#EXTINF:-1 tvg-logo="http://i.imgur.com/cRtpjW2.png" group-title="YOUNG GIRLS TUBE",国外Young Girls Tube - VOD 06
http://img3.younggirlstube.com/scj/thumbs/galleries/7/320/0_228.flv

#EXTINF:-1 tvg-logo="http://i.imgur.com/cRtpjW2.png" group-title="YOUNG GIRLS TUBE",国外Young Girls Tube - VOD 08
http://img3.younggirlstube.com/scj/thumbs/galleries/7/870/0_631.flv

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 01 - Exxtra Small - Rissa Maxxx
http://tube.paperstreetcash.com/8mins/exxxtrasmall/exxxtrasmall_rissa_maxxx_8minutes.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 05 - Anabela
http://tube.paperstreetcash.com/12mins/rubateen/rubateen_anabela_12minute.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 06 - Ariadna
http://tube.paperstreetcash.com/12mins/rubateen/rubateen_ariadna_12minute.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 08 - Chichi Medina
http://tube.paperstreetcash.com/8mins/exxxtrasmall/exxxtrasmall_chichi_medina_8minutes.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 12 - Dusya
http://tube.paperstreetcash.com/12mins/rubateen/rubateen_dusya_12minute.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 14 - Irina
http://tube.paperstreetcash.com/12mins/rubateen/rubateen_ilina_12minute.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 15 - Jane
http://tube.paperstreetcash.com/12mins/rubateen/rubateen_jane_12minute.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 16 - Lacie Channing
http://tube.paperstreetcash.com/8mins/exxxtrasmall/exxxtrasmall_lacie_channing_8minutes.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 18 - Natalia Rossi
http://tube.cheerleaderfacials.com/trailers/609/cheerleaderfacial_Natalia_Rossi_0006.flv

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 20 - Sara Luvv
http://tube.paperstreetcash.com/8mins/exxxtrasmall/exxxtrasmall_sara_luvv_8minutes.mp4

#EXTINF:-1 tvg-logo="http://i.imgur.com/tyna2Vt.png" group-title="TEAM SKEET",国外Team Skeet - VOD 21 - Sasha
http://tube.paperstreetcash.com/12mins/rubateen/rubateen_sasha_12minute.mp4
